COD,REACCIONES,COMBUSTIBLE,ESTADO,FECHA_REGISTRO,ANIO_REGISTRO,CLASE,DEPARTAMENTO,COMENTARIOS_DESCRIPTIVOS_DE_USUARIOS
193,1187,ELECTRICO,ACTIVO,13/09/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están fomentando la educación sobre sostenibilidad.
194,611,ELECTRICO,ACTIVO,10/02/2021,2021,CUADRICICLO,Bogota D.C.,Las nuevas tecnologías están haciendo que los vehículos eléctricos sean más seguros.
195,380,ELECTRICO,ACTIVO,24/02/2015,2015,MOTOCICLETA,Antioquia,Los vehículos eléctricos están ayudando a diversificar la oferta de transporte.
196,680,ELECTRICO,ACTIVO,07/04/2017,2017,MOTOCICLETA,Antioquia,Las estaciones de carga están siendo más accesibles en autopistas.
197,1092,ELECTRICO,ACTIVO,5/12/2018,2018,MOTOCARRO,Antioquia,Los vehículos eléctricos están haciendo que el transporte público sea más limpio.
198,62,ELECTRICO,ACTIVO,29/12/2021,2021,AUTOMOVIL,Cundinamarca,Están motivando a las personas a considerar energías alternativas para sus hogares.
199,1233,ELECTRICO,ACTIVO,18/02/2019,2019,CUADRICICLO,Bogota D.C.,Los vehículos eléctricos están reduciendo el impacto ambiental de la logística.
200,1066,ELECTRICO,ACTIVO,16/03/2017,2017,CAMIONETA,Antioquia,Están promoviendo la investigación en tecnologías de baterías más avanzadas.
201,1531,ELECTRICO,ACTIVO,16/03/2017,2017,CAMIONETA,Antioquia,Los vehículos eléctricos están fomentando el uso de energías renovables en las empresas.
202,1402,ELECTRICO,ACTIVO,14/02/2022,2022,CAMIONETA,Antioquia,Están ayudando a reducir las emisiones de gases de efecto invernadero.
203,870,ELECTRICO,ACTIVO,08/09/2015,2015,MOTOCICLETA,Antioquia,Los vehículos eléctricos son cada vez más competitivos en precio.
204,83,ELECTRICO,ACTIVO,06/08/2021,2021,CAMIONETA,"Archipielago de San Andres, Providencia",Están proporcionando una mejor experiencia de conducción a los usuarios.
205,1279,ELECTRICO,ACTIVO,05/04/2021,2021,CAMIONETA,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir la contaminación acústica.
206,741,ELECTRICO,ACTIVO,15/05/2020,2020,AUTOMOVIL,Bogota D.C.,Están promoviendo el desarrollo de políticas verdes en el sector automotriz.
207,431,ELECTRICO,ACTIVO,10/04/2019,2019,AUTOMOVIL,Antioquia,Los vehículos eléctricos están ayudando a crear ciudades más sostenibles.
208,1080,ELECTRICO,ACTIVO,26/02/2021,2021,AUTOMOVIL,Antioquia,Están mejorando la calidad de vida de las personas en las ciudades.
209,1236,ELECTRICO,ACTIVO,18/09/2020,2020,AUTOMOVIL,Antioquia,Los vehículos eléctricos están fomentando la innovación en la industria automotriz.
210,1483,ELECTRICO,ACTIVO,19/01/2022,2022,BUS,Bogota D.C.,Están ayudando a reducir la congestión en las ciudades.
211,1111,ELECTRICO,ACTIVO,23/07/2020,2020,CAMIONETA,Bogota D.C.,Los vehículos eléctricos están motivando a las personas a utilizar más el transporte público.
212,1455,ELECTRICO,ACTIVO,12/02/2014,2014,MOTOCICLETA,Antioquia,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
213,77,ELECTRICO,ACTIVO,24/04/2015,2015,MOTOCICLETA,Cundinamarca,Los vehículos eléctricos están ayudando a mejorar la salud pública.
214,1391,ELECTRICO,ACTIVO,28/06/2014,2014,MOTOCICLETA,Antioquia,Están proporcionando una mejor experiencia de conducción a los conductores.
215,836,ELECTRICO,ACTIVO,9/11/2021,2021,MOTOCARRO,Valle del Cauca,Los vehículos eléctricos están ayudando a reducir las emisiones de carbono.
216,1651,ELECTRICO,ACTIVO,18/11/2011,2011,MOTOCICLETA,Antioquia,Están motivando a las personas a adoptar un estilo de vida más sostenible.
217,74,ELECTRICO,ACTIVO,15/03/2017,2017,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
218,120,ELECTRICO,ACTIVO,27/12/2018,2018,AUTOMOVIL,Cundinamarca,Están ayudando a reducir la contaminación del aire en las ciudades.
219,912,ELECTRICO,ACTIVO,13/01/2021,2021,MOTOCICLETA,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
220,1417,ELECTRICO,ACTIVO,05/08/2015,2015,MOTOCICLETA,Santander,Están proporcionando una mejor experiencia de conducción a los usuarios.
221,919,ELECTRICO,ACTIVO,27/01/2021,2021,TRICIMOTO,Valle del Cauca,Los vehículos eléctricos están ayudando a reducir el impacto ambiental del transporte.
222,1209,ELECTRICO,ACTIVO,27/04/2016,2016,AUTOMOVIL,Caldas,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
223,287,ELECTRICO,ACTIVO,25/05/2013,2013,MOTOCICLETA,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad del aire en las ciudades.
224,106,ELECTRICO,ACTIVO,23/05/2018,2018,AUTOMOVIL,Antioquia,Están motivando a las personas a adoptar un estilo de vida más sostenible.
225,1066,ELECTRICO,ACTIVO,18/02/2022,2022,BUS,Bogota D.C.,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
226,405,ELECTRICO,ACTIVO,10/10/2019,2019,AUTOMOVIL,Antioquia,Están ayudando a reducir las emisiones de gases de efecto invernadero.
227,317,ELECTRICO,ACTIVO,28/12/2020,2020,CUADRICICLO,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
228,91,ELECTRICO,ACTIVO,30/06/2016,2016,MOTOCICLETA,Antioquia,Están proporcionando una mejor experiencia de conducción a los usuarios.
229,41,ELECTRICO,ACTIVO,28/06/2012,2012,MOTOCICLETA,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
230,637,ELECTRICO,ACTIVO,17/04/2018,2018,CUADRICICLO,Bogota D.C.,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
231,349,ELECTRICO,ACTIVO,6/12/2012,2012,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
232,1029,ELECTRICO,ACTIVO,19/10/2017,2017,CUADRICICLO,Bogota D.C.,Están motivando a las personas a adoptar un estilo de vida más sostenible.
233,856,ELECTRICO,ACTIVO,10/03/2021,2021,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
234,1280,ELECTRICO,ACTIVO,23/10/2015,2015,AUTOMOVIL,Bogota D.C.,Están ayudando a reducir las emisiones de gases de efecto invernadero.
235,342,ELECTRICO,ACTIVO,28/12/2020,2020,CUADRICICLO,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
236,972,ELECTRICO,ACTIVO,26/03/2022,2022,CAMIONETA,Antioquia,Están proporcionando una mejor experiencia de conducción a los usuarios.
237,839,ELECTRICO,ACTIVO,18/06/2015,2015,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
238,1063,ELECTRICO,ACTIVO,13/11/2020,2020,BUS,Bogota D.C.,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
239,1276,ELECTRICO,ACTIVO,30/08/2019,2019,AUTOMOVIL,Cundinamarca,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
240,1461,ELECTRICO,ACTIVO,06/08/2014,2014,MOTOCICLETA,Bogota D.C.,Están motivando a las personas a adoptar un estilo de vida más sostenible.
241,1367,ELECTRICO,ACTIVO,30/03/2011,2011,MOTOCICLETA,Antioquia,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
242,1218,ELECTRICO,ACTIVO,26/12/2019,2019,AUTOMOVIL,Bogota D.C.,Están ayudando a reducir las emisiones de gases de efecto invernadero.
243,1523,ELECTRICO,ACTIVO,31/01/2022,2022,CAMION,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
244,1318,ELECTRICO,ACTIVO,29/12/2020,2020,CAMIONETA,Cundinamarca,Están proporcionando una mejor experiencia de conducción a los usuarios.
245,435,ELECTRICO,ACTIVO,9/11/2017,2017,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
246,539,ELECTRICO,ACTIVO,24/05/2013,2013,MOTOCICLETA,Bogota D.C.,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
247,1367,ELECTRICO,ACTIVO,23/10/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
248,1525,ELECTRICO,ACTIVO,13/02/2015,2015,MOTOCICLETA,Antioquia,Están motivando a las personas a adoptar un estilo de vida más sostenible.
249,798,ELECTRICO,ACTIVO,22/10/2021,2021,CAMIONETA,Antioquia,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
250,1618,ELECTRICO,ACTIVO,14/01/2021,2021,MICROBUS,Valle del Cauca,Están ayudando a reducir las emisiones de gases de efecto invernadero.
251,784,ELECTRICO,ACTIVO,31/08/2021,2021,CUADRICICLO,Cundinamarca,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
252,105,ELECTRICO,ACTIVO,27/09/2021,2021,CUADRICICLO,Antioquia,Están proporcionando una mejor experiencia de conducción a los usuarios.
253,984,ELECTRICO,ACTIVO,24/06/2021,2021,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
254,676,ELECTRICO,ACTIVO,11/11/2020,2020,BUS,Bogota D.C.,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
255,726,ELECTRICO,ACTIVO,9/12/2021,2021,CAMIONETA,Antioquia,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
256,488,ELECTRICO,ACTIVO,28/10/2020,2020,AUTOMOVIL,Meta,Están motivando a las personas a adoptar un estilo de vida más sostenible.
257,600,ELECTRICO,ACTIVO,17/12/2019,2019,CAMION,Cundinamarca,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
258,1467,ELECTRICO,ACTIVO,17/03/2022,2022,CAMIONETA,Bogota D.C.,Están ayudando a reducir las emisiones de gases de efecto invernadero.
259,160,ELECTRICO,ACTIVO,01/02/2021,2021,BUS,Bogota D.C.,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
260,451,ELECTRICO,ACTIVO,2/10/2020,2020,AUTOMOVIL,Bogota D.C.,Están proporcionando una mejor experiencia de conducción a los usuarios.
261,1300,ELECTRICO,ACTIVO,27/10/2021,2021,CAMIONETA,Antioquia,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
262,994,ELECTRICO,ACTIVO,14/12/2021,2021,CAMIONETA,Valle del Cauca,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
263,879,ELECTRICO,ACTIVO,28/12/2021,2021,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
264,394,ELECTRICO,ACTIVO,22/09/2021,2021,CAMIONETA,Bogota D.C.,Están motivando a las personas a adoptar un estilo de vida más sostenible.
265,556,ELECTRICO,ACTIVO,11/01/2022,2022,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
266,142,ELECTRICO,ACTIVO,22/07/2021,2021,CAMIONETA,Cundinamarca,Están ayudando a reducir las emisiones de gases de efecto invernadero.
267,1435,ELECTRICO,ACTIVO,16/02/2021,2021,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
268,548,ELECTRICO,ACTIVO,18/10/2011,2011,CAMIONETA,Cundinamarca,Están proporcionando una mejor experiencia de conducción a los usuarios.
269,787,ELECTRICO,ACTIVO,26/02/2019,2019,MOTOCICLETA,Valle del Cauca,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
270,1247,ELECTRICO,ACTIVO,14/12/2020,2020,AUTOMOVIL,Bogota D.C.,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
271,45,ELECTRICO,ACTIVO,28/06/2018,2018,CUADRICICLO,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
272,1358,ELECTRICO,ACTIVO,22/01/2022,2022,CAMIONETA,Antioquia,Están motivando a las personas a adoptar un estilo de vida más sostenible.
273,75,ELECTRICO,ACTIVO,15/10/2020,2020,BUS,Bogota D.C.,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
274,1357,ELECTRICO,ACTIVO,26/06/2020,2020,MOTOCICLETA,Antioquia,Están ayudando a reducir las emisiones de gases de efecto invernadero.
275,1458,ELECTRICO,ACTIVO,15/11/2018,2018,MOTOCICLETA,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
276,756,ELECTRICO,ACTIVO,07/07/2021,2021,AUTOMOVIL,Bogota D.C.,Están proporcionando una mejor experiencia de conducción a los usuarios.
277,1623,ELECTRICO,ACTIVO,28/05/2018,2018,AUTOMOVIL,Antioquia,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
278,1410,ELECTRICO,ACTIVO,10/03/2016,2016,MOTOCICLETA,Norte de Santander,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
279,1615,ELECTRICO,ACTIVO,23/08/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
280,1181,ELECTRICO,ACTIVO,11/03/2022,2022,MOTOCICLETA,Bogota D.C.,Están motivando a las personas a adoptar un estilo de vida más sostenible.
281,1207,ELECTRICO,ACTIVO,03/08/2017,2017,MOTOCICLETA,Valle del Cauca,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
282,69,ELECTRICO,ACTIVO,23/05/2013,2013,MOTOCICLETA,Bogota D.C.,Están ayudando a reducir las emisiones de gases de efecto invernadero.
283,1203,ELECTRICO,ACTIVO,30/07/2019,2019,CAMIONETA,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
284,974,ELECTRICO,ACTIVO,30/09/2021,2021,CAMIONETA,Bogota D.C.,Están proporcionando una mejor experiencia de conducción a los usuarios.
285,53,ELECTRICO,ACTIVO,30/03/2017,2017,MOTOCICLETA,Antioquia,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
286,499,ELECTRICO,ACTIVO,13/01/2021,2021,AUTOMOVIL,Cundinamarca,Están promoviendo la adopción de tecnologías limpias en la industria automotriz.
287,643,ELECTRICO,ACTIVO,11/05/2021,2021,CUADRICICLO,Antioquia,Los vehículos eléctricos están ayudando a mejorar la calidad de vida de las personas.
288,1436,ELECTRICO,ACTIVO,22/06/2021,2021,CUADRICICLO,Bogota D.C.,Están motivando a las personas a adoptar un estilo de vida más sostenible.
289,1322,ELECTRICO,ACTIVO,28/11/2018,2018,AUTOMOVIL,Antioquia,Los vehículos eléctricos están fomentando la investigación en tecnologías de baterías.
290,499,ELECTRICO,ACTIVO,04/08/2020,2020,AUTOMOVIL,Bogota D.C.,Están ayudando a reducir las emisiones de gases de efecto invernadero.
291,725,ELECTRICO,ACTIVO,15/02/2020,2020,AUTOMOVIL,Antioquia,Los vehículos eléctricos están promoviendo la adopción de energías renovables.
292,789,ELECTRICO,ACTIVO,26/01/2022,2022,BUS,Bogota D.C.,Están proporcionando una mejor experiencia de conducción a los usuarios.
293,1122,ELECTRICO,ACTIVO,31/07/2020,2020,CUADRICICLO,Antioquia,Los vehículos eléctricos están ayudando a reducir la contaminación del aire en las ciudades.
294,696,ELECTRICO,ACTIVO,11/11/2020,2020,BUS,Bogota D.C.,Las baterías tienen un impacto ambiental significativo en su producción.
295,759,ELECTRICO,ACTIVO,12/03/2022,2022,BUS,Bogota D.C.,La infraestructura de carga es insuficiente en muchas áreas.
296,527,ELECTRICO,ACTIVO,15/12/2018,2018,AUTOMOVIL,Bogota D.C.,Los costos iniciales son más altos que los de coches de gasolina.
297,1179,ELECTRICO,ACTIVO,30/03/2022,2022,CUADRICICLO,Antioquia,La ansiedad por la autonomía es un problema común.
298,888,ELECTRICO,ACTIVO,21/12/2015,2015,MOTOCICLETA,Valle del Cauca,Las baterías pueden ser caras de reemplazar.
299,139,ELECTRICO,ACTIVO,07/03/2013,2013,MOTOCICLETA,Antioquia,La carga puede ser lenta en comparación con el llenado de gasolina.
300,396,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,La electricidad utilizada para cargarlos puede provenir de combustibles fósiles.
301,1584,ELECTRICO,ACTIVO,31/01/2022,2022,BUS,Bogota D.C.,Pueden tener un alcance limitado antes de necesitar recarga.
302,140,ELECTRICO,ACTIVO,22/12/2021,2021,CUADRICICLO,Bogota D.C.,La disponibilidad de estaciones de carga es limitada en algunas regiones.
303,1592,ELECTRICO,ACTIVO,31/07/2020,2020,CUADRICICLO,Antioquia,La producción de vehículos eléctricos puede afectar empleos en la industria automovilística tradicional.
304,1082,ELECTRICO,ACTIVO,14/04/2021,2021,CAMIONETA,Bogota D.C.,La reparación de vehículos eléctricos requiere técnicos especializados.
305,1417,ELECTRICO,ACTIVO,24/05/2013,2013,MOTOCICLETA,Bogota D.C.,Las baterías tienen una vida útil limitada.
306,1619,ELECTRICO,ACTIVO,16/03/2022,2022,BUS,Bogota D.C.,El reciclaje de baterías aún no está completamente desarrollado.
307,1292,ELECTRICO,ACTIVO,21/01/2022,2022,BUS,Bogota D.C.,Los vehículos eléctricos pueden ser menos prácticos para viajes largos.
308,1603,ELECTRICO,ACTIVO,11/06/2019,2019,AUTOMOVIL,Bogota D.C.,La inversión inicial puede no ser viable para todos.
309,512,ELECTRICO,ACTIVO,13/09/2019,2019,AUTOMOVIL,Bogota D.C.,La infraestructura de carga pública puede estar saturada.
310,192,ELECTRICO,ACTIVO,24/04/2017,2017,AUTOMOVIL,Bogota D.C.,Las actualizaciones tecnológicas pueden hacer que los modelos actuales se queden obsoletos rápidamente.
311,999,ELECTRICO,ACTIVO,30/10/2018,2018,AUTOMOVIL,Bogota D.C.,La autonomía se reduce significativamente en climas fríos.
312,331,ELECTRICO,ACTIVO,26/10/2021,2021,MOTOCARRO,Huila,Los vehículos eléctricos pueden no ser adecuados para todas las condiciones de conducción.
313,853,ELECTRICO,ACTIVO,30/10/2020,2020,AUTOMOVIL,Bogota D.C.,La falta de estandarización en los conectores de carga puede ser un problema.
314,416,ELECTRICO,ACTIVO,19/11/2014,2014,MOTOCICLETA,Antioquia,Los tiempos de carga varían mucho según la capacidad de la estación.
315,1473,ELECTRICO,ACTIVO,28/10/2015,2015,AUTOMOVIL,Antioquia,La producción de baterías depende de materiales no renovables.
316,1587,ELECTRICO,ACTIVO,20/06/2015,2015,AUTOMOVIL,Bogota D.C.,Los incentivos gubernamentales pueden no ser suficientes.
317,326,ELECTRICO,ACTIVO,19/09/2019,2019,AUTOMOVIL,Cundinamarca,La disponibilidad de modelos eléctricos en algunas regiones es limitada.
318,287,ELECTRICO,ACTIVO,22/01/2022,2022,BUS,Bogota D.C.,La percepción pública puede ser negativa debido a la falta de información.
319,1273,ELECTRICO,ACTIVO,15/06/2013,2013,MOTOCICLETA,Bogota D.C.,Las estaciones de carga pueden estar ubicadas en lugares poco convenientes.
320,1403,ELECTRICO,ACTIVO,07/02/2022,2022,CAMIONETA,Cauca,La tecnología de vehículos eléctricos aún está en evolución.
321,121,ELECTRICO,ACTIVO,19/02/2022,2022,BUS,Bogota D.C.,Los vehículos eléctricos pueden tener un menor valor de reventa.
322,514,ELECTRICO,ACTIVO,26/09/2011,2011,MOTOCICLETA,Antioquia,Las baterías pueden presentar riesgos de seguridad si no se manejan adecuadamente.
323,1167,ELECTRICO,ACTIVO,13/09/2019,2019,CAMION,Cundinamarca,La fabricación de vehículos eléctricos consume una gran cantidad de recursos.
324,156,ELECTRICO,ACTIVO,11/11/2020,2020,BUS,Bogota D.C.,Las compañías de seguros pueden cobrar primas más altas.
325,1269,ELECTRICO,ACTIVO,19/02/2015,2015,MOTOCICLETA,Antioquia,La producción de electricidad puede no ser lo suficientemente verde.
326,1238,ELECTRICO,ACTIVO,22/02/2019,2019,CAMIONETA,Cundinamarca,Los vehículos eléctricos pueden tener menos opciones de personalización.
327,938,ELECTRICO,ACTIVO,02/02/2021,2021,BUS,Bogota D.C.,La autonomía puede ser insuficiente para ciertas aplicaciones comerciales.
328,1577,ELECTRICO,ACTIVO,13/02/2015,2015,MOTOCICLETA,Cordoba,Las soluciones de carga rápida pueden ser caras.
